A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,1/12/2017 14:00,2017,1,12,14,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 15:00,2017,1,12,15,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 16:00,2017,1,12,16,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 17:00,2017,1,12,17,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 18:00,2017,1,12,18,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 19:00,2017,1,12,19,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 20:00,2017,1,12,20,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 21:00,2017,1,12,21,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 22:00,2017,1,12,22,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/12/2017 23:00,2017,1,12,23,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 0:00,2017,1,13,0,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 1:00,2017,1,13,1,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 2:00,2017,1,13,2,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 3:00,2017,1,13,3,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 4:00,2017,1,13,4,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 5:00,2017,1,13,5,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 6:00,2017,1,13,6,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 7:00,2017,1,13,7,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 8:00,2017,1,13,8,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 9:00,2017,1,13,9,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 10:00,2017,1,13,10,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 11:00,2017,1,13,11,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 12:00,2017,1,13,12,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 13:00,2017,1,13,13,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 14:00,2017,1,13,14,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 15:00,2017,1,13,15,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 16:00,2017,1,13,16,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 17:00,2017,1,13,17,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 18:00,2017,1,13,18,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 19:00,2017,1,13,19,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 20:00,2017,1,13,20,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 21:00,2017,1,13,21,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 22:00,2017,1,13,22,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/13/2017 23:00,2017,1,13,23,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 0:00,2017,1,14,0,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 1:00,2017,1,14,1,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 2:00,2017,1,14,2,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 3:00,2017,1,14,3,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 4:00,2017,1,14,4,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 5:00,2017,1,14,5,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 6:00,2017,1,14,6,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 7:00,2017,1,14,7,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 8:00,2017,1,14,8,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 9:00,2017,1,14,9,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 10:00,2017,1,14,10,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 11:00,2017,1,14,11,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 12:00,2017,1,14,12,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 13:00,2017,1,14,13,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 14:00,2017,1,14,14,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 15:00,2017,1,14,15,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 16:00,2017,1,14,16,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 17:00,2017,1,14,17,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 18:00,2017,1,14,18,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 19:00,2017,1,14,19,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 20:00,2017,1,14,20,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 21:00,2017,1,14,21,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 22:00,2017,1,14,22,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/14/2017 23:00,2017,1,14,23,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 0:00,2017,1,15,0,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 1:00,2017,1,15,1,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 2:00,2017,1,15,2,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 3:00,2017,1,15,3,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 4:00,2017,1,15,4,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 5:00,2017,1,15,5,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 6:00,2017,1,15,6,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 7:00,2017,1,15,7,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 8:00,2017,1,15,8,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 9:00,2017,1,15,9,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 10:00,2017,1,15,10,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 11:00,2017,1,15,11,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 12:00,2017,1,15,12,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 13:00,2017,1,15,13,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 14:00,2017,1,15,14,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 15:00,2017,1,15,15,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 16:00,2017,1,15,16,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 17:00,2017,1,15,17,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 18:00,2017,1,15,18,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 19:00,2017,1,15,19,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 20:00,2017,1,15,20,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 21:00,2017,1,15,21,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 22:00,2017,1,15,22,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/15/2017 23:00,2017,1,15,23,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 0:00,2017,1,16,0,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 1:00,2017,1,16,1,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 2:00,2017,1,16,2,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 3:00,2017,1,16,3,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 4:00,2017,1,16,4,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 5:00,2017,1,16,5,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 6:00,2017,1,16,6,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 7:00,2017,1,16,7,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 8:00,2017,1,16,8,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 9:00,2017,1,16,9,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 10:00,2017,1,16,10,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 11:00,2017,1,16,11,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 12:00,2017,1,16,12,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 13:00,2017,1,16,13,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 14:00,2017,1,16,14,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 15:00,2017,1,16,15,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 16:00,2017,1,16,16,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 17:00,2017,1,16,17,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 18:00,2017,1,16,18,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 19:00,2017,1,16,19,139,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 20:00,2017,1,16,20,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 21:00,2017,1,16,21,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 22:00,2017,1,16,22,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/16/2017 23:00,2017,1,16,23,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 0:00,2017,1,17,0,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 1:00,2017,1,17,1,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 2:00,2017,1,17,2,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 3:00,2017,1,17,3,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 4:00,2017,1,17,4,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 5:00,2017,1,17,5,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 6:00,2017,1,17,6,131,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 7:00,2017,1,17,7,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 8:00,2017,1,17,8,151,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 9:00,2017,1,17,9,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 10:00,2017,1,17,10,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 11:00,2017,1,17,11,151,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 12:00,2017,1,17,12,158,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 13:00,2017,1,17,13,168,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 14:00,2017,1,17,14,158,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 15:00,2017,1,17,15,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 16:00,2017,1,17,16,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 17:00,2017,1,17,17,178,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 18:00,2017,1,17,18,193,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 19:00,2017,1,17,19,183,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 20:00,2017,1,17,20,188,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 21:00,2017,1,17,21,180,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 22:00,2017,1,17,22,210,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/17/2017 23:00,2017,1,17,23,179,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 0:00,2017,1,18,0,130,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 1:00,2017,1,18,1,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 2:00,2017,1,18,2,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 3:00,2017,1,18,3,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 4:00,2017,1,18,4,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 5:00,2017,1,18,5,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 6:00,2017,1,18,6,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 7:00,2017,1,18,7,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 8:00,2017,1,18,8,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 9:00,2017,1,18,9,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 10:00,2017,1,18,10,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 11:00,2017,1,18,11,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 12:00,2017,1,18,12,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 13:00,2017,1,18,13,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 14:00,2017,1,18,14,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 15:00,2017,1,18,15,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 16:00,2017,1,18,16,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 17:00,2017,1,18,17,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 18:00,2017,1,18,18,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 19:00,2017,1,18,19,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 20:00,2017,1,18,20,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 21:00,2017,1,18,21,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 22:00,2017,1,18,22,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/18/2017 23:00,2017,1,18,23,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 0:00,2017,1,19,0,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 1:00,2017,1,19,1,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 2:00,2017,1,19,2,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 3:00,2017,1,19,3,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 4:00,2017,1,19,4,150,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 5:00,2017,1,19,5,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 6:00,2017,1,19,6,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 7:00,2017,1,19,7,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 8:00,2017,1,19,8,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 9:00,2017,1,19,9,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 10:00,2017,1,19,10,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 11:00,2017,1,19,11,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 12:00,2017,1,19,12,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 13:00,2017,1,19,13,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 14:00,2017,1,19,14,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 15:00,2017,1,19,15,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 16:00,2017,1,19,16,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 17:00,2017,1,19,17,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 18:00,2017,1,19,18,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 19:00,2017,1,19,19,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 20:00,2017,1,19,20,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 21:00,2017,1,19,21,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 22:00,2017,1,19,22,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/19/2017 23:00,2017,1,19,23,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 0:00,2017,1,20,0,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 1:00,2017,1,20,1,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 2:00,2017,1,20,2,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 3:00,2017,1,20,3,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 4:00,2017,1,20,4,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 5:00,2017,1,20,5,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 6:00,2017,1,20,6,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 7:00,2017,1,20,7,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 8:00,2017,1,20,8,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 9:00,2017,1,20,9,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 10:00,2017,1,20,10,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 11:00,2017,1,20,11,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 12:00,2017,1,20,12,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 13:00,2017,1,20,13,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 14:00,2017,1,20,14,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 15:00,2017,1,20,15,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 16:00,2017,1,20,16,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 17:00,2017,1,20,17,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 18:00,2017,1,20,18,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 19:00,2017,1,20,19,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 20:00,2017,1,20,20,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 21:00,2017,1,20,21,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 22:00,2017,1,20,22,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/20/2017 23:00,2017,1,20,23,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 0:00,2017,1,21,0,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 1:00,2017,1,21,1,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 2:00,2017,1,21,2,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 3:00,2017,1,21,3,117,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 4:00,2017,1,21,4,127,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 5:00,2017,1,21,5,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 6:00,2017,1,21,6,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 7:00,2017,1,21,7,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 8:00,2017,1,21,8,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 9:00,2017,1,21,9,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 10:00,2017,1,21,10,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 11:00,2017,1,21,11,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 12:00,2017,1,21,12,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 13:00,2017,1,21,13,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 14:00,2017,1,21,14,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 15:00,2017,1,21,15,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 16:00,2017,1,21,16,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 17:00,2017,1,21,17,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 18:00,2017,1,21,18,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 19:00,2017,1,21,19,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 20:00,2017,1,21,20,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 21:00,2017,1,21,21,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 22:00,2017,1,21,22,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/21/2017 23:00,2017,1,21,23,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 0:00,2017,1,22,0,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 1:00,2017,1,22,1,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 2:00,2017,1,22,2,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 3:00,2017,1,22,3,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 4:00,2017,1,22,4,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 5:00,2017,1,22,5,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 6:00,2017,1,22,6,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 7:00,2017,1,22,7,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 8:00,2017,1,22,8,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 9:00,2017,1,22,9,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 10:00,2017,1,22,10,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 11:00,2017,1,22,11,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 12:00,2017,1,22,12,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 13:00,2017,1,22,13,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 14:00,2017,1,22,14,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 15:00,2017,1,22,15,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 16:00,2017,1,22,16,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 17:00,2017,1,22,17,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 18:00,2017,1,22,18,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 19:00,2017,1,22,19,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 20:00,2017,1,22,20,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 21:00,2017,1,22,21,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 22:00,2017,1,22,22,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/22/2017 23:00,2017,1,22,23,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 0:00,2017,1,23,0,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 1:00,2017,1,23,1,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 2:00,2017,1,23,2,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 3:00,2017,1,23,3,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 4:00,2017,1,23,4,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 5:00,2017,1,23,5,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 6:00,2017,1,23,6,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 7:00,2017,1,23,7,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 8:00,2017,1,23,8,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 9:00,2017,1,23,9,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 10:00,2017,1,23,10,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 11:00,2017,1,23,11,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 12:00,2017,1,23,12,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 13:00,2017,1,23,13,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 14:00,2017,1,23,14,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 15:00,2017,1,23,15,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 16:00,2017,1,23,16,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 17:00,2017,1,23,17,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 18:00,2017,1,23,18,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 19:00,2017,1,23,19,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 20:00,2017,1,23,20,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 21:00,2017,1,23,21,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 22:00,2017,1,23,22,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/23/2017 23:00,2017,1,23,23,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 0:00,2017,1,24,0,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 1:00,2017,1,24,1,154,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 2:00,2017,1,24,2,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 3:00,2017,1,24,3,142,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 4:00,2017,1,24,4,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 5:00,2017,1,24,5,139,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 6:00,2017,1,24,6,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,1/24/2017 7:00,2017,1,24,7,68,µg/m³,1 Hr,Valid
